"tconst" "averageRating" "numVotes" "titleType" "primaryTitle" "originalTitle" "isAdult" "startYear" "endYear" "runtimeMinutes" "genres"
"tt0369688" 8.3 13 "movie" "Make Pretend" "Make Pretend" 0 2001 NA 105 "Comedy,Drama"
"tt2916324" 2.1 859 "movie" "Seed 2" "Seed 2" 0 2014 NA 78 "Horror"
"tt0407551" 5.9 117 "movie" "Autumn" "Automne" 0 2004 NA 110 "Crime,Drama"
"tt5140252" 7.5 31 "movie" "Where to, Miss?" "Where to, Miss?" 0 2016 NA 83 "Biography,Documentary,Family"
"tt1359421" 5.9 3788 "movie" "The Wedding Photographer" "Bröllopsfotografen" 0 2009 NA 113 "Comedy,Drama,Romance"
"tt0052782" 4.5 1819 "movie" "Ercole e la regina di Lidia" "Ercole e la regina di Lidia" 0 1959 NA 98 "Adventure,Fantasy"
"tt5235336" 7 9 "movie" "Iisa" "Iisa" 0 2015 NA 91 "Drama,War"
"tt0054064" 6 289 "movie" "The Marriage-Go-Round" "The Marriage-Go-Round" 0 1961 NA 98 "Comedy"
"tt4313954" 6.4 19 "movie" "The Creeping" "The Creeping" 0 2016 NA 80 "Horror,Mystery,Thriller"
"tt2082335" 5.5 37 "movie" "Loop" "Loop" 0 2012 NA 95 "Crime,Drama,Thriller"
"tt0019798" 6.5 250 "movie" "The Dance of Life" "The Dance of Life" 0 1929 NA 115 "Drama,Musical,Romance"
"tt7488036" 6.2 364 "movie" "The Trouble with Mistletoe" "The Trouble with Mistletoe" 0 2017 NA 111 "Comedy,Romance"
"tt4493612" 6.2 22 "movie" "Anvatt" "Anvatt" 0 2014 NA 110 "Horror"
"tt1729557" 7.8 81 "movie" "The Clean Bin Project" "The Clean Bin Project" 0 2010 NA 77 "Comedy,Documentary,News"
"tt2553134" 5.6 46 "movie" "Double Booked" "Double Booked" 0 2014 NA 102 "Drama,Horror,Thriller"
"tt0062052" 6.2 15 "movie" "La notte è fatta per... rubare" "La notte è fatta per... rubare" 0 1968 NA 98 "Comedy"
"tt8970448" 6.2 1748 "movie" "Adopt a Highway" "Adopt a Highway" 0 2019 NA 78 "Drama"
"tt2156911" 6 9 "movie" "The Elf Who Stole Christmas" "Olentzero eta Iratxoen Jauntxoa" 0 2011 NA 69 "Animation"
"tt9141128" 6.6 402 "movie" "The Donkey King" "The Donkey King" 0 2018 NA 85 "Animation,Comedy,Family"
"tt0440543" 7.6 32 "movie" "Going Home" "Kikyo" 0 2004 NA 82 "Comedy"
"tt0175508" 5.8 17 "movie" "C.I.D. 909" "C.I.D. 909" 0 1967 NA 123 "Action,Crime,Drama"
"tt0454559" 6.2 29 "movie" "Toni Goldwascher" "Toni Goldwascher" 0 2007 NA 89 "Family"
"tt0488151" 5.2 392 "movie" "Lying" "Lying" 0 2006 NA 94 "Drama"
"tt0896952" 7.4 544 "movie" "My Enemy's Enemy" "My Enemy's Enemy" 0 2007 NA 87 "Biography,Documentary,History"
"tt5285112" 6.4 35 "movie" "Vasos De Papel" "Vasos De Papel" 0 2016 NA 105 "Comedy,Crime,Horror"
"tt0259636" 7.2 30 "movie" "That Boy" "That Boy" 1 1974 NA 78 "Adult"
"tt0113674" 5.2 1635 "movie" "Live Nude Girls" "Live Nude Girls" 0 1995 NA 95 "Comedy"
"tt0068595" 4.7 3739 "movie" "Flesh Gordon" "Flesh Gordon" 0 1974 NA 78 "Comedy,Sci-Fi"
"tt0051188" 5.3 47 "movie" "Wetterleuchten um Maria" "Wetterleuchten um Maria" 0 1957 NA 92 "Drama"
"tt0230591" 7.8 5500 "movie" "One Day in September" "One Day in September" 0 1999 NA 94 "Documentary,History,Sport"
"tt4168286" 6.6 290 "movie" "The Liberation of Skopje" "Osloboduvanje na Skopje" 0 2016 NA 110 "Drama,War"
"tt0138537" 6.9 1156 "movie" "Man of the Century" "Man of the Century" 0 1999 NA 77 "Comedy,Romance"
"tt0083528" 5.5 70 "movie" "Made in China" "Sha shou ying" 0 1982 NA 75 "Action"
"tt0332618" 7.9 93 "movie" "FIX: The Story of an Addicted City" "FIX: The Story of an Addicted City" 0 2002 NA 92 "Documentary"
"tt2582846" 7.7 327753 "movie" "The Fault in Our Stars" "The Fault in Our Stars" 0 2014 NA 126 "Drama,Romance"
"tt3228200" 5.8 6 "movie" "Nangoku Tosa o ato ni shite" "Nangoku Tosa o ato ni shite" 0 1959 NA 78 "Action,Crime"
"tt2072230" 5.1 11424 "movie" "Attack on Titan" "Shingeki no kyojin" 0 2015 NA 98 "Action,Adventure,Drama"
"tt3798698" 5.1 17 "movie" "Killing Kennedy" "Killing Kennedy" 0 2013 NA 92 "Documentary"
"tt1400527" 4 5 "movie" "Madrasatee al-hisnaa" "Madrasatee al-hisnaa" 0 1971 NA 88 "Drama"
"tt1263750" 6.1 21296 "movie" "Room in Rome" "Habitación en Roma" 0 2010 NA 107 "Drama,Romance"
"tt4807434" 5.8 10 "movie" "Clear years" "Clear years" 0 2015 NA 76 "Animation,Biography,Documentary"
"tt0120703" 5.7 6539 "movie" "How Stella Got Her Groove Back" "How Stella Got Her Groove Back" 0 1998 NA 124 "Comedy,Drama,Romance"
"tt1239257" 6.3 61 "movie" "Matchmaker Mary" "Matchmaker Mary" 0 2008 NA 94 "Family"
"tt0040188" 3.7 15 "movie" "Brindis a Manolete" "Brindis a Manolete" 0 1948 NA 88 "Drama,Sport"
"tt0095483" 5.6 1374 "movie" "Lady Terminator" "Pembalasan Ratu Pantai Selatan" 0 1989 NA 82 "Action,Horror"
"tt9823170" 5 100 "movie" "Czarny Mercedes" "Czarny Mercedes" 0 2019 NA 110 "Crime,War"
"tt2093100" 7.5 1091 "movie" "Home" "Dom" 0 2011 NA 127 "Drama"
"tt0074469" 3.6 405 "movie" "Captive Women 4" "Elsa Fräulein SS" 0 1977 NA 90 "Thriller,War"
"tt0050175" 6.8 334 "movie" "Beau James" "Beau James" 0 1957 NA 105 "Biography,Drama"
"tt0046358" 6.4 182 "movie" "The Square Ring" "The Square Ring" 0 1953 NA 83 "Drama"
"tt0082948" 5.2 3150 "movie" "Private Lessons" "Private Lessons" 0 1981 NA 87 "Comedy"
"tt0062984" 6.3 95 "movie" "Hunger for Love" "Fome de Amor" 0 1968 NA 73 "Drama"
"tt0043647" 7.2 99 "movie" "El hombre sin rostro" "El hombre sin rostro" 0 1950 NA 91 "Horror,Mystery,Thriller"
"tt0105485" 5.2 170 "movie" "Street Crimes" "Street Crimes" 0 1992 NA 94 "Action,Drama"
"tt0144286" 6.4 1354 "movie" "The Lost Son" "The Lost Son" 0 1999 NA 102 "Crime,Drama,Romance"
"tt0160596" 6.1 761 "movie" "With or Without You" "With or Without You" 0 1999 NA 93 "Drama,Romance"
"tt0451966" 7.7 2278 "movie" "The Violin" "El violín" 0 2005 NA 98 "Drama,Music"
"tt0483305" 6.3 147 "movie" "Padre Nuestro" "Padre Nuestro" 0 2005 NA 105 "Comedy,Drama"
"tt2343761" 5.9 43 "movie" "The Henchman's War" "The Henchman's War" 0 2012 NA 80 "Crime,Drama,Thriller"
"tt4354146" 3.5 55 "movie" "Cheerleader Camp: To the Death" "Cheerleader Camp: To the Death" 0 2014 NA 70 "Horror"
"tt7843600" 6.8 4674 "movie" "Fyre Fraud" "Fyre Fraud" 0 2019 NA 96 "Documentary"
"tt5586322" 7.5 36 "movie" "Sakaling hindi makarating" "Sakaling hindi makarating" 0 2016 NA 90 "Adventure,Drama,Romance"
"tt0271121" 6.4 87 "movie" "Mulberry" "Pong" 0 1986 NA 114 "Drama"
"tt0049523" 6.8 1714 "movie" "The Mountain" "The Mountain" 0 1956 NA 105 "Adventure,Drama"
"tt1680123" 5.9 2698 "movie" "Collision" "Intersections" 0 2013 NA 101 "Action,Romance,Thriller"
"tt8583378" 6.6 458 "movie" "Ana e Vitória" "Ana e Vitória" 0 2018 NA 115 "Biography,Comedy,Music"
"tt2400311" 4 60 "movie" "Coldwood" "Coldwood" 0 2012 NA 72 "Thriller"
"tt8685650" 5.5 6 "movie" "Tropykaos" "Tropykaos" 0 2018 NA 82 NA
"tt0929412" 6.8 3711 "movie" "Quiet Chaos" "Caos calmo" 0 2008 NA 105 "Drama,Romance"
"tt11310114" 6.7 91 "movie" "Chi Chi Em Em" "Chi Chi Em Em" 0 2019 NA 104 "Drama,Thriller"
"tt5466340" 2.5 134 "movie" "The Duplex" "The Duplex" 0 2015 NA 118 "Horror"
"tt0053654" 5.8 33 "movie" "The Big Night" "The Big Night" 0 1960 NA 74 "Drama"
"tt1724970" 5.3 16645 "movie" "Beyond Skyline" "Beyond Skyline" 0 2017 NA 106 "Action,Adventure,Horror"
"tt1611210" 4.5 8 "movie" "Viaje al interior del Perú" "Viaje al interior del Perú" 0 1910 NA 120 NA
"tt2449408" 6.1 12 "movie" "The Last British Execution" "The Last British Execution" 0 2013 NA 90 "Comedy"
"tt0086290" 7.9 157 "movie" "Seventeen" "Seventeen" 0 1983 NA 120 "Documentary"
"tt4387314" 3.9 106 "movie" "A Christmas Carol" "A Christmas Carol" 0 2018 NA 75 "Fantasy"
"tt0412032" 4.1 259 "movie" "Horsing Around" "Vinnare och förlorare" 0 2005 NA 85 "Comedy,Romance"
"tt6481136" 8.9 10 "movie" "Burning from the Inside" "Burning from the Inside" 0 2015 NA 64 "Documentary"
"tt0400611" 4.5 121 "movie" "Love Chronicles" "Love Chronicles" 0 2003 NA 78 "Drama,Romance"
"tt0057681" 6.6 1075 "movie" "The Wheeler Dealers" "The Wheeler Dealers" 0 1963 NA 107 "Comedy"
"tt0063149" 6.1 1243 "movie" "I Am Curious (Blue)" "Jag är nyfiken - en film i blått" 0 1968 NA 107 "Drama"
"tt2382020" 6.8 25 "movie" "Rude Dude" "Rude Dude" 0 2014 NA 92 "Biography,Documentary"
"tt1999246" 5.3 109 "movie" "The Invisible Life" "A Vida Invisível" 0 2013 NA 103 "Drama"
"tt5656926" 8.8 23 "movie" "Favio: Chronicle of a Director" "Favio: Crónica de un Director" 0 2016 NA 120 "Documentary"
"tt0063366" 7.1 266 "movie" "Our Lady of the Turks" "Nostra signora dei turchi" 0 1968 NA 124 "Drama"
"tt0023565" 6.8 27 "movie" "The Texas Bad Man" "The Texas Bad Man" 0 1932 NA 60 "Western"
"tt0230680" 5.3 15 "movie" "Rahu Ketu" "Rahu Ketu" 0 1978 NA 133 "Action"
"tt0026144" 6.8 1445 "movie" "Broadway Melody of 1936" "Broadway Melody of 1936" 0 1935 NA 101 "Musical,Romance"
"tt1562899" 4.2 4397 "movie" "Jinn" "Jinn" 0 2014 NA 97 "Fantasy,Horror,Thriller"
"tt1458741" 1 8 "movie" "Gaitschi" "Gaitschi" 0 1938 NA 60 "Adventure"
"tt0252589" 7.2 2602 "movie" "Kanli Nigar" "Kanli Nigar" 0 1981 NA 81 "Comedy,Drama"
"tt3442302" 2.4 24 "movie" "Helali's Fist" "Kabdeh Helali" 0 1991 NA 106 "Action"
"tt0308493" 6.7 48 "movie" "Life Pornography" "Lebenspornografie" 0 2003 NA 89 "Drama"
"tt0106631" 4.8 18 "movie" "Cui hua shen long jiao" "Cui hua shen long jiao" 0 1993 NA 92 "Action,Fantasy"
"tt0332022" 6.6 96 "movie" "El-Soud ela al-hawia" "El-Soud ela al-hawia" 0 1978 NA 150 "Biography,Drama"
"tt0838231" 6.8 985 "movie" "Unfinished Sky" "Unfinished Sky" 0 2007 NA 94 "Drama,Romance"
"tt3445292" 5.5 44 "movie" "A Pelada" "A Pelada" 0 2013 NA 82 "Comedy"
"tt0111533" 4.8 17 "movie" "A törvénytelen" "A törvénytelen" 0 1996 NA 104 "Crime"
"tt1826720" 5.1 200 "movie" "Memory of the Dead" "La memoria del muerto" 0 2011 NA 89 "Comedy,Horror"
"tt3228730" 7.8 13 "movie" "Dispatched" "Dispatched" 0 2014 NA 89 "Action,Comedy,Romance"
"tt0069303" 7.6 3317 "movie" "Sounder" "Sounder" 0 1972 NA 105 "Drama,Family"
"tt0043655" 6.3 780 "movie" "The Hoodlum" "The Hoodlum" 0 1951 NA 61 "Crime,Drama,Film-Noir"
"tt1852949" 8.2 115 "movie" "Top Priority: The Terror Within" "Top Priority: The Terror Within" 0 2012 NA 98 "Crime,Documentary,Drama"
"tt3695514" 6.5 192 "movie" "49-o" "49-o" 0 2015 NA 128 "Comedy,Drama"
"tt1239218" 4.6 8 "movie" "Baisodrome pour échangistes" "Baisodrome pour échangistes" 1 1979 NA 75 "Adult"
"tt1950237" 8.3 9 "movie" "Let's Dance" "Let's Dance" 0 2011 NA 72 "Documentary"
"tt3893510" 7 21 "movie" "Zvejnieka dels" "Zvejnieka dels" 0 1939 NA 111 "Drama"
"tt0078381" 7.7 43 "movie" "The Circus Tent" "Thampu" 0 1978 NA 129 "Drama"
"tt0445934" 6.3 152115 "movie" "Blades of Glory" "Blades of Glory" 0 2007 NA 93 "Comedy,Sport"
"tt0433676" 8.7 13 "movie" "Dites à mes amis que je suis mort" "Dites à mes amis que je suis mort" 0 2004 NA 86 "Documentary"
"tt0116848" 4.6 262 "movie" "The Legend of Gator Face" "The Legend of Gator Face" 0 1996 NA 99 "Adventure,Comedy,Horror"
"tt6408226" 6.4 11253 "movie" "Newness" "Newness" 0 2017 NA 117 "Drama,Romance"
"tt7391050" 6.7 7 "movie" "Children Gone to Poland" "Children Gone to Poland" 0 2019 NA 85 "Documentary,Drama"
"tt3707396" 6.4 372 "movie" "Hedi Schneider Is Stuck" "Hedi Schneider steckt fest" 0 2015 NA 90 "Comedy,Drama"
"tt10864040" 6.8 16 "movie" "There's Something in the Water" "There's Something in the Water" 0 2019 NA 73 "Documentary"
"tt1337642" 5.1 14 "movie" "Investigating the Afterlife" "Investigating the Afterlife" 0 2008 NA 72 "Documentary"
"tt0072979" 7.3 7524 "movie" "Female Trouble" "Female Trouble" 0 1974 NA 89 "Comedy,Crime"
"tt0294654" 5.2 19 "movie" "Hollywood Dot Com" "Hollywood Dot Com" 0 2007 NA 87 "Comedy"
"tt0431764" 3.8 211 "movie" "Foon" "Foon" 0 2005 NA 82 "Comedy"
"tt0028804" 7 1753 "movie" "Double Wedding" "Double Wedding" 0 1937 NA 87 "Comedy,Romance"
"tt1202744" 7.4 42 "movie" "Head Wind" "Baad-e-daboor" 0 2008 NA 65 "Documentary"
"tt3890160" 7.6 400900 "movie" "Baby Driver" "Baby Driver" 0 2017 NA 113 "Action,Crime,Drama"
"tt0167080" 5.6 14 "movie" "Citadela sfarîmata" "Citadela sfarîmata" 0 1957 NA 114 "Drama"
"tt0212832" 8.4 23 "movie" "Brussels Transit" "Bruxelles-transit" 0 1982 NA 80 NA
"tt0099205" 5.7 19 "movie" "Cafe Europa" "Cafe Europa" 0 1990 NA 88 "Comedy,Crime"
"tt7407296" 4 156 "movie" "Captain Hagen's Bed & Breakfast" "Captain Hagen's Bed & Breakfast" 0 2018 NA 88 "Comedy"
"tt0082462" 6.3 40 "movie" "Gong Fu Huang Di" "Gong Fu Huang Di" 0 1981 NA 92 "Action"
"tt0410433" 4.8 160 "movie" "The Peeping" "Tau kwai mo jeu" 0 2002 NA 93 "Action,Drama,Mystery"
"tt0197403" 5 11 "movie" "The Detention Girls" "The Detention Girls" 0 1969 NA 77 "Drama,Thriller"
"tt11235142" 8.8 1063 "movie" "Dia" "Dia" 0 2020 NA 137 "Drama"
"tt0064343" 4.3 229 "movie" "Four Rode Out" "Four Rode Out" 0 1969 NA 90 "Romance,Western"
"tt0048723" 5.5 58 "movie" "Cross-Up" "Tiger by the Tail" 0 1954 NA 80 "Crime,Drama"
"tt9248340" 7.8 515 "movie" "A Regular Woman" "Nur eine Frau" 0 2019 NA 90 "Crime,Drama"
"tt0180923" 7.7 87 "movie" "Poslednja trka" "Poslednja trka" 0 1979 NA 87 "Drama"
"tt0134134" 4.4 52 "movie" "Taas tyttö kadoksissa!" "Taas tyttö kadoksissa!" 0 1957 NA 68 "Comedy,Crime,Drama"
"tt4790854" 6.8 14 "movie" "Checks and Balances" "Contre-pouvoirs" 0 2015 NA 97 "Documentary"
"tt0184758" 6.2 43 "movie" "House of Shadows" "A Mulher do Desejo" 0 1975 NA 81 "Drama,Horror,Mystery"
"tt4620098" 8.8 8 "movie" "Seven Days in Mexico" "Seven Days in Mexico" 0 2020 NA 70 "Documentary"
"tt0270964" 6.2 11 "movie" "Birthday Town" "Genethlia poli" 0 1987 NA 81 "Drama"
"tt1733304" 7.8 14 "movie" "Thriller Theater!" "Thriller Theater!" 0 2011 NA 99 "Comedy,Drama"
"tt0121975" 6.5 6 "movie" "Qiu deng ye yu" "Qiu deng ye yu" 0 1974 NA 101 "Drama"
"tt1879066" 5.4 202 "movie" "Troubled Child" "The Boarder" 0 2012 NA 100 "Drama"
"tt4032632" 6.1 55 "movie" "Eng nei Zäit" "Eng nei Zäit" 0 2015 NA 107 "Crime,Drama,History"
"tt8764582" 6.1 76 "movie" "Dare to Stop Us" "Tomerareru ka, oretachi o" 0 2018 NA 119 "Drama"
"tt1672177" 4.6 30 "movie" "Rain Down" "Rain Down" 0 2010 NA 96 "Drama"
"tt0037205" 7.1 174 "movie" "Raduga" "Raduga" 0 1944 NA 93 "Drama,War"
"tt0175529" 6.5 101 "movie" "Choknutye" "Choknutye" 0 1991 NA 90 "Comedy"
"tt0310712" 7.7 190 "movie" "Bancharamer Bagan" "Bancharamer Bagan" 0 1980 NA 133 "Fantasy"
"tt0295383" 7.9 11 "movie" "Këshilltarët" "Këshilltarët" 0 1979 NA 65 "Fantasy"
"tt0196221" 4 519 "movie" "Y2K" "Y2K" 0 1999 NA 106 "Action,Thriller"
"tt0248325" 6.2 132 "movie" "Prema Katha" "Prema Katha" 0 1999 NA 123 "Drama,Romance"
"tt0031575" 5.7 494 "movie" "The Lion Has Wings" "The Lion Has Wings" 0 1939 NA 76 "Drama,War"
"tt0253451" 7.2 6 "movie" "Pateshestvie" "Pateshestvie" 0 1980 NA 73 "Adventure,Drama"
"tt1042570" 5.1 565 "movie" "Tu£sday" "Tu£sday" 0 2008 NA 79 "Action,Crime,Mystery"
"tt2752736" 5.8 99 "movie" "The Stream" "The Stream" 0 2013 NA 82 "Adventure,Comedy,Family"
"tt0025282" 6.1 27 "movie" "I Hate Women" "I Hate Women" 0 1934 NA 70 "Drama"
"tt0105114" 7.2 663 "movie" "Highway Patrolman" "El patrullero" 0 1991 NA 104 "Crime,Drama"
"tt0139160" 4.6 108 "movie" "Doida Demais" "Doida Demais" 0 1989 NA 105 "Action,Drama"
"tt0114200" 5.8 26 "movie" "Deborah" "Deborah" 0 1995 NA 98 "Drama,Romance,War"
"tt0115960" 4.2 182 "movie" "Coyote Run" "Coyote Run" 0 1996 NA 101 "Action,Adventure"
"tt0318847" 6.2 6 "movie" "King Yeonsan" "Yeonsangon" 0 1987 NA 133 "Drama"
"tt0453539" 8.4 23 "movie" "Reverb" "Reverb" 0 2005 NA 106 "Comedy"
"tt0416995" 4.8 6 "movie" "A Passenger from Heaven" "Mosaferi az behesht" 0 1963 NA 80 NA
"tt2119525" 8.8 6 "movie" "Stalag Luft III: One Man's Story" "Stalag Luft III: One Man's Story" 0 2019 NA 95 "Biography,Documentary,History"
"tt0136791" 6.8 33 "movie" "Those Not Allowed to Love" "Ekeines pou den prepei n' agapoun..." 0 1951 NA 81 "Drama,Romance"
"tt0075257" 7.2 61 "movie" "Sporting Chance" "Sporting Chance" 0 1975 NA 103 "Action,Adventure,Comedy"
"tt0431682" 5.7 9 "movie" "Chernaya magiya, ili svidanie s dyavolom" "Chernaya magiya, ili svidanie s dyavolom" 0 1990 NA 99 "Drama"
"tt3326846" 6.4 51 "movie" "Blue" "Blue" 0 2015 NA 97 "Drama,Mystery,Romance"
"tt1810864" 4.5 785 "movie" "Ducoboo" "L'élève Ducobu" 0 2011 NA 96 "Comedy"
"tt0074104" 7.2 6 "movie" "Ajani Ogun" "Ajani Ogun" 0 1976 NA 120 "Musical"
"tt2008670" 7.2 8 "movie" "The Perfect Mistress" "The Perfect Mistress" 0 2011 NA 84 "Drama"
"tt0458828" 6.9 9 "movie" "Macho, Fêmea & Cia." "Macho, Fêmea & Cia." 1 1986 NA 68 "Adult"
"tt4016674" 4.6 60 "movie" "108 Costuras" "108 Costuras" 0 2018 NA 110 "Drama,Family,Sport"
"tt1785492" 6.1 36 "movie" "No Matter What" "No Matter What" 0 2011 NA 90 "Adventure,Drama"
"tt0208927" 7.1 108 "movie" "Echoes of Silence" "Echoes of Silence" 0 1965 NA 76 "Drama"
"tt2589640" 6.4 556 "movie" "Yes or No: Come Back to Me" "Yes or No 2: Rak Mai Rak Ya Kak Loei" 0 2012 NA 108 "Comedy,Romance"
"tt7039910" 6.1 12 "movie" "After-work beer" "After-work beer" 0 2018 NA 113 "Comedy,Drama"
"tt0021993" 6.7 7 "movie" "In the Employ of the Secret Service" "Im Geheimdienst" 0 1931 NA 106 "Drama"
"tt0034775" 4.6 36 "movie" "General von Döbeln" "General von Döbeln" 0 1942 NA 87 "Drama,History,War"
"tt0479669" 5.9 425 "movie" "Marrying the Mafia 2: Enemy-in-Law" "Gamunui wigi: Gamunui yeonggwang 2" 0 2005 NA 115 "Action,Comedy,Crime"
"tt0319897" 5 28 "movie" "Música de viento" "Música de viento" 0 1988 NA 90 "Comedy,Drama"
"tt2294939" 5.5 265 "movie" "Waste Land" "Waste Land" 0 2014 NA 97 "Drama,Thriller"
"tt3107708" 6 54 "movie" "Foreign Bodies" "I corpi estranei" 0 2013 NA 98 "Drama,Family"
"tt3229518" 7.3 371 "movie" "The Irish Pub" "The Irish Pub" 0 2013 NA 76 "Documentary,History,Music"
"tt0478277" 8 13 "movie" "Stranger Than Fiction" "Stranger Than Fiction" 0 2005 NA 128 "Drama"
"tt0103158" 4.7 147 "movie" "Uncaged" "Uncaged" 0 1991 NA 78 "Thriller"
"tt3506216" 5.5 11 "movie" "Vizha" "Vizha" 0 2013 NA 136 "Drama"
"tt0024044" 6.4 1103 "movie" "Gabriel Over the White House" "Gabriel Over the White House" 0 1933 NA 86 "Drama,Fantasy,Romance"
"tt3748568" 7.9 25 "movie" "Antwerp - The City Game" "De Pleintjes" 0 2014 NA 120 "Documentary,Sport"
"tt0937221" 7.8 96 "movie" "The Full Picture" "The Full Picture" 0 2008 NA 80 "Comedy"
"tt0195080" 7.2 10 "movie" "A Woman from the Street" "Una mujer de la calle" 0 1939 NA 77 "Drama"
"tt0100532" 4.8 19 "movie" "Russkaya ruletka" "Russkaya ruletka" 0 1990 NA 83 "Action,Crime,Drama"
"tt0052687" 7 713 "movie" "Charles' Aunt" "Charles Tante" 0 1959 NA 101 "Comedy,Family"
"tt0086518" 6.4 213 "movie" "Up 'n' Coming" "Up 'n' Coming" 1 1983 NA 86 "Adult,Drama,Music"
"tt0049488" 6.3 45 "movie" "Max und Moritz" "Max und Moritz" 0 1956 NA 73 "Family,Musical"
"tt4758646" 6 38377 "movie" "War Machine" "War Machine" 0 2017 NA 122 "Comedy,Drama,War"
"tt0053820" 6.9 75 "movie" "Ferdinando I° re di Napoli" "Ferdinando I° re di Napoli" 0 1959 NA 105 "Comedy"
"tt7146484" 8 14 "movie" "Kanyadaan" "Kanyadaan" 0 2017 NA 114 "Drama"
"tt7661128" 3.9 7 "movie" "Cold by Nature" "Cold by Nature" 0 2009 NA 77 "Thriller"
"tt0031313" 5.6 69 "movie" "Fisherman's Wharf" "Fisherman's Wharf" 0 1939 NA 72 "Adventure,Drama,Music"
"tt0202502" 5.6 22 "movie" "No More Monkeys Jumpin' on the Bed" "No More Monkeys Jumpin' on the Bed" 0 2000 NA 76 "Drama"
"tt0053906" 5 89 "movie" "Mistress of the World" "Herrin der Welt" 0 1960 NA 113 "Adventure,Crime,Sci-Fi"
"tt5260652" 3.8 38 "movie" "3 Knee Deep" "3 Knee Deep" 0 2016 NA 90 "Action"
"tt2182211" 5.6 24 "movie" "Tomorrow Comes Today" "Ni de jintian he wo de mingtian" 0 2013 NA 83 "Comedy,Drama"
"tt6095090" 4.6 2231 "movie" "The Bride" "Nevesta" 0 2017 NA 93 "Drama,Horror,Mystery"
"tt0341562" 6.9 504 "movie" "Satta" "Satta" 0 2003 NA 153 "Crime,Drama"
"tt0027974" 5.3 34 "movie" "Missing Girls" "Missing Girls" 0 1936 NA 66 "Crime,Drama"
"tt0081470" 6.3 3672 "movie" "The Sea Wolves" "The Sea Wolves" 0 1980 NA 120 "Action,History,War"
"tt4861696" 4.6 234 "movie" "Tsatsiki, Dad and the Olive War" "Tsatsiki, farsan och olivkriget" 0 2015 NA 95 "Adventure,Comedy,Drama"
"tt6211920" 4.4 141 "movie" "Volumes of Blood: Horror Stories" "Volumes of Blood: Horror Stories" 0 2016 NA 118 "Horror"
"tt0050080" 7.1 13 "movie" "And Lead Us Not Into Temptation" "...und führe uns nicht in Versuchung" 0 1957 NA 100 "Drama"
"tt1524083" 5.1 217 "movie" "A True Story" "A True Story. Based on Things That Never Actually Happened. ...And Some That Did." 0 2013 NA 96 "Comedy"
"tt1773764" 8 5992 "movie" "Ship of Theseus" "Ship of Theseus" 0 2012 NA 140 "Drama"
"tt0095880" 7.2 640 "movie" "Pohjanmaa" "Pohjanmaa" 0 1988 NA 127 "Comedy,Drama"
"tt0115639" 7.1 30409 "movie" "Beautiful Girls" "Beautiful Girls" 0 1996 NA 112 "Comedy,Drama,Romance"
"tt0033785" 7.4 15 "movie" "King of Dodge City" "King of Dodge City" 0 1941 NA 63 "Western"
"tt0178708" 4.2 25 "movie" "Life and Death" "Liv og død" 0 1980 NA 83 "Drama"
"tt0236204" 6.3 12 "movie" "A Viúva Valentina" "A Viúva Valentina" 0 1960 NA 86 "Comedy"
"tt0088819" 8.2 5 "movie" "Blaue Blumen" "Blaue Blumen" 0 1985 NA 73 "Documentary"
"tt7374926" 6.7 734 "movie" "Proxima" "Proxima" 0 2019 NA 107 "Action,Drama"
"tt0112987" 6.1 15 "movie" "L'estate di Bobby Charlton" "L'estate di Bobby Charlton" 0 1995 NA 100 "Drama"
"tt5295670" 6.2 328 "movie" "Mama Manchu Alludu Kanchu" "Mama Manchu Alludu Kanchu" 0 2015 NA 136 "Action,Comedy"
"tt0148385" 5.1 69 "movie" "Korkusuz Kaptan Swing" "Korkusuz Kaptan Swing" 0 1971 NA 77 "Adventure,Comedy,Western"
"tt3316738" 3.5 20 "movie" "Adskiy ostrov" "Adskiy ostrov" 0 2012 NA 60 "Comedy,Horror"
"tt3684490" 5.9 122 "movie" "Twilight: Saya in Sasara" "Towairaito Sasara Saya" 0 2014 NA 114 "Drama"
"tt0317842" 7.4 2315 "movie" "Broken Wings" "Knafayim Shvurot" 0 2002 NA 87 "Drama"
"tt2769828" 4 1683 "movie" "Peelers" "Peelers" 0 2016 NA 95 "Horror"
"tt3411028" 4.3 10 "movie" "Violent Justice" "Violent Justice" 0 2016 NA 81 "Crime,Horror,Thriller"
"tt0019743" 5.1 8 "movie" "Campus Knights" "Campus Knights" 0 1929 NA 61 "Comedy"
"tt0133189" 7.5 24991 "movie" "SLC Punk!" "SLC Punk!" 0 1998 NA 97 "Comedy,Drama,Music"
"tt0339436" 5.3 50 "movie" "Nate and the Colonel" "Nate and the Colonel" 0 2003 NA 95 "Western"
"tt0045181" 5.5 58 "movie" "Sound Off" "Sound Off" 0 1952 NA 83 "Comedy"
"tt1471171" 6.5 436 "movie" "Beloved Berlin Wall" "Liebe Mauer" 0 2009 NA 103 "Comedy,Drama,Romance"
"tt2101352" 6.6 37 "movie" "Fallen City" "Fallen City" 0 2011 NA 90 "Documentary,Drama"
"tt0436039" 7.7 745 "movie" "After Innocence" "After Innocence" 0 2005 NA 95 "Documentary"
"tt0102620" 7.5 63 "movie" "Hey, Lads and Lasses" "Oy, vy, gusi..." 0 1991 NA 88 "Drama"
