"tconst" "averageRating" "numVotes" "titleType" "primaryTitle" "originalTitle" "isAdult" "startYear" "endYear" "runtimeMinutes" "genres"
"tt0036076" 6.8 11 "movie" "Moscow Music Hall" "Kinokontsert k 25-letiyu Krasnoy Armii" 0 1946 NA 64 "Music"
"tt3130476" 6.8 35 "movie" "Sonata for Cello" "Sonata per a violoncel" 0 2015 NA 107 "Drama"
"tt2925372" 7.8 8 "movie" "Lost Without Love" "Lost Without Love" 0 2013 NA 92 "Comedy,Romance"
"tt0033720" 6.2 31 "movie" "Hit the Road" "Hit the Road" 0 1941 NA 61 "Action,Adventure,Comedy"
"tt0144782" 7.5 1072 "movie" "The Red Light Bandit" "O Bandido da Luz Vermelha" 0 1968 NA 92 "Crime,Thriller"
"tt1928113" 8 44 "movie" "Antigoné - avagy Erdélyben, filmet, együtt" "Antigoné - avagy Erdélyben, filmet, együtt" 0 2011 NA 83 "Comedy,Drama"
"tt1073666" 6.8 629 "movie" "Himlens hjärta" "Himlens hjärta" 0 2008 NA 95 "Drama"
"tt2006869" 7.4 798 "movie" "The Four Year Plan" "The Four Year Plan" 0 2011 NA 99 "Documentary,Sport"
"tt0035944" 4.5 158 "movie" "Girls in Chains" "Girls in Chains" 0 1943 NA 75 "Crime,Drama"
"tt0063079" 6.5 42 "movie" "O Homem Nu" "O Homem Nu" 0 1968 NA 118 "Comedy,Drama"
"tt0040530" 2.1 535 "movie" "Last of the Wild Horses" "Last of the Wild Horses" 0 1948 NA 84 "Western"
"tt0073249" 6.1 29 "movie" "Klop 75 ili Mayakovskiy smeyotsya" "Klop 75 ili Mayakovskiy smeyotsya" 0 1976 NA 87 "Animation,Comedy,Music"
"tt0835034" 5.4 825 "movie" "A Four Letter Word" "A Four Letter Word" 0 2007 NA 87 "Comedy,Romance"
"tt0088079" 5.8 25 "movie" "La segua" "La segua" 0 1985 NA 102 "Drama,Horror,Romance"
"tt4268202" 5.7 6 "movie" "The Boar King" "The Boar King" 0 2014 NA 102 "Family,Mystery"
"tt9652984" 5.9 8 "movie" "Hidden Treasures in the Mountain" "Hidden Treasures in the Mountain" 0 2018 NA 113 "Comedy,Drama"
"tt2884576" 7.8 26 "movie" "Fall to Rise" "Fall to Rise" 0 2014 NA 92 "Drama"
"tt2095714" 7.8 8 "movie" "More Than Stars" "More Than Stars" 0 2012 NA 94 "Comedy,Drama,Romance"
"tt0462060" 5.3 25 "movie" "The Waking Dead" "The Waking Dead" 0 2004 NA 96 "Thriller"
"tt2747554" 6.5 33 "movie" "Kidnapper" "Kidnapper" 0 2013 NA 128 "Comedy"
"tt0192100" 6.7 6 "movie" "Guo hun" "Guo hun" 0 1948 NA 141 "Drama,History,War"
"tt0098243" 6.1 8 "movie" "Saaya" "Saaya" 0 1989 NA 180 "Horror"
"tt0054243" 6.8 932 "movie" "The Rise and Fall of Legs Diamond" "The Rise and Fall of Legs Diamond" 0 1960 NA 101 "Crime,History"
"tt7320478" 4.3 159 "movie" "Success Story" "Success Story" 0 2017 NA 110 "Comedy,Crime,Drama"
"tt0151061" 6.1 17 "movie" "Innuendo" "Innuendo" 0 1990 NA 118 "Drama"
"tt0283567" 5.7 380 "movie" "The Repentant" "La repentie" 0 2002 NA 125 "Crime,Drama"
"tt1064932" 7.1 37807 "movie" "Welcome to the Sticks" "Bienvenue chez les Ch'tis" 0 2008 NA 106 "Comedy,Romance"
"tt7385580" 8.3 15 "movie" "Schopenhauer schizophrenia" "Schopenhauer schizophrenia" 0 2017 NA 67 "Drama"
"tt4887608" 5.2 5 "movie" "Lada iz strany berendeev" "Lada iz strany berendeev" 0 1971 NA 86 "Family,Fantasy,Musical"
"tt5493762" 6.2 50 "movie" "Babanin Oglu" "Babanin Oglu" 0 1975 NA 82 "Crime,Drama"
"tt0358181" 5.7 27 "movie" "Super Dragon" "Feng qi yun yong dou kuang lung" 0 1976 NA 87 "Action"
"tt0156734" 4 172 "movie" "Legacy" "Legacy" 0 1998 NA 105 "Action"
"tt5836866" 7.9 1765 "movie" "The Work" "The Work" 0 2017 NA 89 "Documentary"
"tt0081687" 6.2 352 "movie" "Union City" "Union City" 0 1980 NA 87 "Comedy,Drama,Mystery"
"tt0064796" 5.8 91 "movie" "Only the Cool" "La peau de torpedo" 0 1970 NA 110 "Crime"
"tt0032373" 6 150 "movie" "Curtain Call" "Curtain Call" 0 1940 NA 63 "Comedy,Romance"
"tt10537484" 5.4 7 "movie" "Red Snow" "Akai yuki" 0 2019 NA 106 NA
"tt0907843" 6.6 222 "movie" "Stealth" "Comme des voleurs (à l'est)" 0 2006 NA 112 "Comedy,Romance"
"tt0261558" 7.4 42 "movie" "The Beat Generation: An American Dream" "The Beat Generation: An American Dream" 0 1988 NA 86 "Documentary,History"
"tt0258439" 5.3 9 "movie" "Babylone" "Babylone" 0 1990 NA 91 "Drama,Family"
"tt1587310" 7 327830 "movie" "Maleficent" "Maleficent" 0 2014 NA 97 "Action,Adventure,Family"
"tt3168712" 6 36 "movie" "The Last Buck Hunt" "The Last Buck Hunt" 0 2013 NA 88 "Comedy,Horror"
"tt5888614" 8.4 5 "movie" "Nobody's Died Laughing" "Nobody's Died Laughing" 0 2016 NA 88 "Documentary"
"tt0200031" 7.4 86 "movie" "The Reunion" "La rimpatriata" 0 1963 NA 110 "Comedy,Drama,Romance"
"tt0768796" 6 24 "movie" "Call to Arms" "Dao bing fu" 0 1973 NA 84 "Adventure,Drama"
"tt0040167" 6.3 324 "movie" "Black Bart" "Black Bart" 0 1948 NA 80 "Western"
"tt0945577" 8.7 6 "movie" "Music Is My Life, Politics My Mistress: The Story of Oscar Brown Jr." "Music Is My Life, Politics My Mistress: The Story of Oscar Brown Jr." 0 2005 NA 110 "Documentary"
"tt6847354" 7.6 68 "movie" "Luck at First Sight" "Luck at First Sight" 0 2017 NA 95 "Comedy,Romance"
"tt7110510" 4.4 99 "movie" "Les affamés" "Les affamés" 0 2018 NA 95 "Comedy"
"tt0202219" 6.6 5 "movie" "Brand of Evil" "Aku no monsho" 0 1964 NA 133 "Crime,Drama"
"tt2630930" 6.7 10 "movie" "Savage Religions" "Les religions sauvages" 0 2006 NA 121 "Animation"
"tt4427022" 7 6 "movie" "Down and Yonder" "Down and Yonder" 0 2018 NA 86 "Comedy,Drama"
"tt0195140" 6.9 11 "movie" "The Pastor from Kirchfeld" "Der Pfarrer von Kirchfeld" 0 1937 NA 81 NA
"tt0049475" 6.8 298 "movie" "Decision Against Time" "The Man in the Sky" 0 1957 NA 87 "Drama,Thriller"
"tt0175078" 5.4 20 "movie" "Prostitution clandestine" "Prostitution clandestine" 0 1975 NA 100 "Adult"
"tt1049413" 8.2 886441 "movie" "Up" "Up" 0 2009 NA 96 "Adventure,Animation,Comedy"
"tt0344504" 6.6 19 "movie" "Two Moons and an Olive Tree" "Qamarayn wa zaytouna" 0 2002 NA 90 "Drama"
"tt0091084" 5.9 8 "movie" "From Here to Prosperity" "Duo bao ji shang ji" 0 1986 NA 91 "Comedy,Crime"
"tt1268161" 5.3 118 "movie" "21 and a Wake-Up" "21 and a Wake-Up" 0 2009 NA 123 "Drama,War"
"tt0105575" 8.8 4548 "movie" "Thevar Magan" "Thevar Magan" 0 1992 NA 145 "Drama"
"tt1155053" 7.1 3538 "movie" "A Frozen Flower" "Ssang-hwa-jeom" 0 2008 NA 133 "Drama,History,Romance"
"tt0251797" 6 210 "movie" "Leo" "Leo" 0 2000 NA 86 "Drama,Thriller"
"tt0156015" 6.2 79 "movie" "Rimeinzu: Utsukushiki yuusha-tachi" "Rimeinzu: Utsukushiki yuusha-tachi" 0 1990 NA 107 "Adventure,Horror,Thriller"
"tt0043023" 5.2 64 "movie" "Dancing on Graves" "Tanssi yli hautojen" 0 1950 NA 101 "Drama,History,Romance"
"tt0091880" 6.6 78 "movie" "Råttis" "Råttis" 0 1986 NA 84 "Animation,Family"
"tt7191858" 8.3 26 "movie" "When Pigs Come" "Kad dodju svinje" 0 2017 NA 72 "Documentary"
"tt0042450" 5 10 "movie" "Father Makes Good" "Father Makes Good" 0 1950 NA 61 "Comedy"
"tt10104992" 5.8 5 "movie" "Agent No.13" "Agent No.13" 0 1989 NA 90 "Comedy,Crime,Romance"
"tt3395600" 7.4 13 "movie" "Generosity of Eye" "Generosity of Eye" 0 2015 NA 63 "Documentary"
"tt0219756" 5.7 54 "movie" "Heartbreak Hospital" "Heartbreak Hospital" 0 2002 NA 91 "Comedy,Thriller"
"tt0455400" 5.9 1236 "movie" "Comeback Season" "Comeback Season" 0 2006 NA 99 "Comedy,Romance"
"tt2085866" 6 120 "movie" "Death Is My Profession" "Marg kasb va kare man ast" 0 2011 NA 90 "Drama"
"tt0155858" 7.5 569 "movie" "Maria, Mirabella" "Maria, Mirabella" 0 1981 NA 69 "Animation,Comedy,Family"
"tt0310940" 1.4 18 "movie" "Curse of Kilimanjaro" "Curse of Kilimanjaro" 0 1978 NA 82 "Adventure"
"tt0114819" 7.5 65 "movie" "Vacant Possession" "Vacant Possession" 0 1995 NA 95 "Drama"
"tt1114730" 6.8 68 "movie" "See You in Vegas" "See You in Vegas" 0 2007 NA 81 "Documentary"
"tt0090060" 6.4 33962 "movie" "St. Elmo's Fire" "St. Elmo's Fire" 0 1985 NA 110 "Drama,Romance"
"tt7519174" 7.3 1864 "movie" "Of Fathers and Sons" "Kinder des Kalifats" 0 2017 NA 99 "Documentary,War"
"tt0085981" 7.2 708 "movie" "Jazzman" "My iz dzhaza" 0 1983 NA 89 "Comedy,Music"
"tt0068734" 4.4 120 "movie" "The Immoral Three" "The Immoral Three" 0 1975 NA 74 "Action"
"tt0114020" 5.4 527 "movie" "Sebastian" "När alla vet" 0 1995 NA 88 "Drama"
"tt2516320" 5.6 7 "movie" "The Other Side of the Ice" "The Other Side of the Ice" 0 2013 NA 75 "Adventure,Documentary,Drama"
"tt0322185" 7.2 31 "movie" "Entre pobretones y ricachones" "Entre pobretones y ricachones" 0 1973 NA 85 "Comedy"
"tt0105533" 5.4 54 "movie" "Truant Hero" "Tao xue ying xiong zhuan" 0 1992 NA 86 "Comedy"
"tt0038859" 6.1 9 "movie" "La primula bianca" "La primula bianca" 0 1947 NA 85 "Comedy"
"tt1409006" 7.6 32 "movie" "Campus Radio" "Campus Radio" 0 2011 NA 90 "Comedy,Drama,Music"
"tt0077533" 4.2 5892 "movie" "Faces of Death" "Faces of Death" 0 1978 NA 105 "Documentary,Horror"
"tt2180317" 3 374 "movie" "Riddle Room" "Riddle Room" 0 2016 NA 80 "Horror"
"tt2070710" 5.7 17 "movie" "Ke Ami" "Ke Ami" 0 2009 NA 139 "Action,Crime,Drama"
"tt0358345" 5.8 1415 "movie" "Uninvited" "4 inyong shiktak" 0 2003 NA 127 "Drama,Horror,Thriller"
"tt0191637" 4.8 32 "movie" "The Virgin and the Tough Guy" "A Virgem e o Machão" 0 1974 NA 90 "Comedy"
"tt0118683" 6.3 446 "movie" "Barbara" "Barbara" 0 1997 NA 143 "Drama"
"tt0299075" 7.6 25 "movie" "Nothing Like Dreaming" "Nothing Like Dreaming" 0 2004 NA 95 "Drama"
"tt0389474" 5.8 24 "movie" "Un parfum nommé Saïd" "Un parfum nommé Saïd" 0 2003 NA 93 "Romance"
"tt0218967" 6.8 99805 "movie" "The Family Man" "The Family Man" 0 2000 NA 125 "Comedy,Drama,Fantasy"
"tt7679200" 6.9 56 "movie" "Don't Forget Me" "Don't Forget Me" 0 2017 NA 87 "Drama"
"tt0114722" 6.8 25 "movie" "3 noches" "3 noches" 0 2001 NA 105 "Crime,Thriller"
"tt0397494" 8.2 20 "movie" "God's Children" "Kami no ko tachi" 0 2002 NA 105 "Documentary"
"tt0997035" 7.1 1682 "movie" "Bibliothèque Pascal" "Bibliothèque Pascal" 0 2010 NA 105 "Drama"
"tt1821607" 5.8 1037 "movie" "Siruthai" "Siruthai" 0 2011 NA 160 "Action"
"tt0029078" 6.3 79 "movie" "Keep Fit" "Keep Fit" 0 1937 NA 82 "Comedy,Musical"
"tt0420223" 7.6 212135 "movie" "Stranger Than Fiction" "Stranger Than Fiction" 0 2006 NA 113 "Comedy,Drama,Fantasy"
"tt4170186" 4.8 499 "movie" "Beeba Boys" "Beeba Boys" 0 2015 NA 103 "Crime,Drama,Thriller"
"tt2707722" 6.2 47 "movie" "In Embryo" "In Embryo" 0 2016 NA 105 "Drama,Romance"
"tt0062416" 7 479 "movie" "Shock Troops" "1 homme de trop" 0 1967 NA 110 "Action,Drama,History"
"tt1646135" 6.7 26 "movie" "The Anatomy of Vince Guaraldi" "The Anatomy of Vince Guaraldi" 0 2009 NA 116 "Biography,Documentary,Music"
"tt0053392" 6.6 22 "movie" "And That on Monday Morning" "Und das am Montagmorgen" 0 1959 NA 95 "Comedy"
"tt0072207" 3.4 89 "movie" "Stepsisters" "Stepsisters" 0 1974 NA 71 "Thriller"
"tt0456616" 4.9 14 "movie" "Procuro Uma Cama" "Procuro Uma Cama" 0 1982 NA 85 "Drama"
"tt0291237" 9.1 20 "movie" "Highway Amazon" "Highway Amazon" 0 2001 NA 70 "Comedy,Documentary"
"tt6656932" 5.1 14 "movie" "Vetrivel Sakthivel" "Vetrivel Sakthivel" 0 2006 NA 155 "Comedy"
"tt5579356" 3 201 "movie" "Dogged" "Dogged" 0 2017 NA 116 "Horror"
"tt6485574" 6.5 107 "movie" "Zhang Ga the Soldier Boy" "Xiao bing zhang ga" 0 1963 NA 101 "Drama,War"
"tt0118001" 5.4 5141 "movie" "Two Much" "Two Much" 0 1995 NA 118 "Comedy,Romance"
"tt0119305" 5.8 4405 "movie" "Homegrown" "Homegrown" 0 1998 NA 102 "Comedy,Crime,Drama"
"tt0133846" 4.9 18 "movie" "Tree Without Fruit" "Hedelmätön puu" 0 1947 NA 84 "Drama"
"tt1820402" 3.6 152 "movie" "Bomb Squad" "Bomb Squad" 0 2011 NA 83 "Action"
"tt0117438" 6.6 114341 "movie" "Ransom" "Ransom" 0 1996 NA 121 "Action,Crime,Thriller"
"tt4767428" 7 82 "movie" "Whispers from the Grave" "Lad de døde hvile" 0 2018 NA 104 "Adventure,Horror"
"tt7019560" 7.8 18 "movie" "Janes Addiction Ritual De Lo Habitual Alive at Twenty Five" "Janes Addiction Ritual De Lo Habitual Alive at Twenty Five" 0 2017 NA 85 "Music"
"tt0093371" 6.9 894 "movie" "Le petit amour" "Kung-fu master!" 0 1988 NA 80 "Drama,Romance"
"tt0051940" 5.7 101 "movie" "Model for Murder" "Model for Murder" 0 1959 NA 73 "Crime,Drama"
"tt0082956" 5.8 1057 "movie" "Puberty Blues" "Puberty Blues" 0 1981 NA 87 "Comedy,Drama"
"tt7640234" 5.3 37 "movie" "Drown Among the Dead" "Pierdete entre los muertos" 0 2018 NA 65 "Adventure,Drama,Horror"
"tt0328041" 6.5 6 "movie" "Gorotsuki inu" "Gorotsuki inu" 0 1965 NA 88 NA
"tt0173074" 7.3 6 "movie" "Próbaút" "Próbaút" 0 1961 NA 92 "Drama"
"tt0139442" 4.6 115 "movie" "Madam Savant" "Madam Savant" 0 1997 NA 89 "Drama,Romance"
"tt0055992" 6.6 2134 "movie" "Follow That Dream" "Follow That Dream" 0 1962 NA 109 "Comedy,Musical,Romance"
"tt0347719" 7.4 22 "movie" "Outcasts" "Outcasts" 0 2002 NA 88 "Comedy,Drama"
"tt1117962" 6.2 13 "movie" "Bao jian ta" "Bao jian ta" 0 1978 NA 92 "Comedy,Romance"
"tt0200250" 5 7 "movie" "Vení conmigo" "Vení conmigo" 0 1973 NA 85 "Comedy,Drama"
"tt0055212" 6.7 55 "movie" "Murder Party" "Mörderspiel" 0 1961 NA 79 "Crime,Drama,Mystery"
"tt0069181" 7.2 71 "movie" "Nest of Virgins" "El rincón de las vírgenes" 0 1972 NA 98 "Comedy,Drama"
"tt0021050" 4 9 "movie" "The Last Hour" "The Last Hour" 0 1930 NA 77 "Comedy,Crime,Sci-Fi"
"tt0206342" 6.3 69 "movie" "O Thymios takane thalassa" "O Thymios takane thalassa" 0 1959 NA 73 "Comedy"
"tt5886046" 6.3 69489 "movie" "Escape Room" "Escape Room" 0 2019 NA 99 "Action,Adventure,Horror"
"tt0310115" 5.7 30 "movie" "Passion and Romance: Scandal" "Passion and Romance: Scandal" 0 1997 NA 85 "Romance"
"tt1945218" 7.7 91 "movie" "Tora Bora" "Tora Bora" 0 2011 NA 102 "Drama"
"tt5513920" 6.2 1255 "movie" "Doob - No Bed of Roses" "No Bed of Roses" 0 2017 NA 85 "Drama"
"tt1337542" 5.1 17 "movie" "Sobaka" "Sobaka" 0 2008 NA 72 "Crime,Drama,Thriller"
"tt3804994" 6.4 14 "movie" "Witchstalker" "Witchstalker" 0 2014 NA 75 "Horror"
"tt0138837" 4.6 32 "movie" "Il suo nome è Donna Rosa" "Il suo nome è Donna Rosa" 0 1969 NA 104 "Comedy"
"tt0068666" 4.1 31 "movie" "Guapo heredero busca esposa" "Guapo heredero busca esposa" 0 1972 NA 98 "Comedy"
"tt3605292" 7.8 19 "movie" "LaDonna Harris: Indian 101" "LaDonna Harris: Indian 101" 0 2014 NA 63 "Biography,Documentary"
"tt9072352" 6.8 36 "movie" "Relic" "Relic" 0 2020 NA 89 "Drama,Horror"
"tt0020895" 6 49 "movie" "Follow the Leader" "Follow the Leader" 0 1930 NA 76 "Comedy,Musical,Romance"
"tt7008470" 4.3 11 "movie" "Happy Birth Death" "Happy Birth Death" 0 2016 NA 89 "Horror,Thriller"
"tt1808617" 6.4 228 "movie" "Trzy minuty. 21:37" "Trzy minuty. 21:37" 0 2010 NA 128 "Drama"
"tt0277296" 5.5 126243 "movie" "The Scorpion King" "The Scorpion King" 0 2002 NA 92 "Action,Adventure,Fantasy"
"tt4452098" 5.4 20 "movie" "Morgan Spurlock Presents Freedom! The Movie" "Morgan Spurlock Presents Freedom! The Movie" 0 2015 NA 80 "Documentary"
"tt0254840" 5.3 63 "movie" "Hanuman vs. 7 Ultraman" "Urutora 6-kyodai tai kaijû gundan" 0 1974 NA 80 "Action,Sci-Fi"
"tt0399356" 6.7 32 "movie" "A Sicilian Miracle" "Miracolo a Palermo!" 0 2005 NA 90 "Comedy"
"tt0081770" 6.7 77 "movie" "Nu lan wu hao" "Nu lan wu hao" 0 1957 NA 86 "Drama,Romance,Sport"
"tt2072962" 6.8 1284 "movie" "The Client" "Eui-roi-in" 0 2011 NA 123 "Drama,Thriller"
"tt0243648" 5.4 14 "movie" "¡Viva el amor!" "¡Viva el amor!" 0 1958 NA 88 "Comedy,Romance"
"tt2473052" 1.8 78 "movie" "Primavera di granito" "Primavera di granito" 0 2000 NA 88 "Thriller"
"tt1314177" 5.7 6668 "movie" "Damage" "Damage" 0 2009 NA 102 "Action,Drama"
"tt4569878" 7.4 42 "movie" "Josephine" "Josephine" 0 2016 NA 81 "Drama,History"
"tt2910168" 5.9 16 "movie" "A Small Good Thing" "A Small Good Thing" 0 2015 NA 71 "Documentary,History,News"
"tt2186848" 6 4641 "movie" "Landmine Goes Click" "Landmine Goes Click" 0 2015 NA 105 "Action,Crime,Drama"
"tt0324401" 7.9 8 "movie" "Wind from the East" "V yedinom stroyu" 0 1959 NA 97 "Drama"
"tt0039114" 6.1 217 "movie" "Young Widow" "Young Widow" 0 1946 NA 100 "Drama"
"tt0041930" 6.2 17 "movie" "Streets of San Francisco" "Streets of San Francisco" 0 1949 NA 60 "Crime,Drama"
"tt0457162" 7.5 6 "movie" "Wandering Peddlers" "Tabisuru pao-jiang-hu" 0 1995 NA 95 "Drama"
"tt6463320" 9.2 4076 "movie" "Zana" "Zana" 0 2019 NA 97 "Drama"
"tt0381168" 4.8 21 "movie" "Erkeklik öldü mü Atif Bey" "Erkeklik öldü mü Atif Bey" 0 1962 NA 109 "Comedy,Romance"
"tt0069401" 7.2 156 "movie" "The Traitors" "Los traidores" 0 1973 NA 113 "Drama"
"tt4104022" 6.9 7724 "movie" "People Places Things" "People Places Things" 0 2015 NA 85 "Comedy,Romance"
"tt0198629" 6.6 14 "movie" "A Lady Mislaid" "A Lady Mislaid" 0 1958 NA 60 "Comedy"
"tt0068026" 6.7 182 "movie" "It Only Happens to Others" "Ça n'arrive qu'aux autres" 0 1971 NA 90 "Drama"
"tt5369484" 7.2 1434 "movie" "24 Weeks" "24 Wochen" 0 2016 NA 103 "Drama"
"tt6571110" 3.4 548 "movie" "Internet: O Filme" "Internet: O Filme" 0 2017 NA 97 "Comedy"
"tt0106833" 6.2 1927 "movie" "Ethan Frome" "Ethan Frome" 0 1993 NA 99 "Drama,Romance"
"tt0988110" 5.6 37 "movie" "Nu du bei dao" "Nu du bei dao" 0 1972 NA 74 "Action"
"tt1280016" 5.6 52 "movie" "The Childhood of Icarus" "L'enfance d'Icare" 0 2009 NA 96 "Drama,Sci-Fi,Thriller"
"tt2797930" 3.9 15 "movie" "Dead Love" "Dead Love" 0 2018 NA 101 "Horror"
"tt0110423" 7.5 57 "movie" "Macedonian Saga" "Makedonska saga" 0 1993 NA 113 "Drama,Romance"
"tt4536768" 5.6 6830 "movie" "The Osiris Child" "Science Fiction Volume One: The Osiris Child" 0 2016 NA 99 "Action,Adventure,Drama"
"tt1954320" 7.1 30 "movie" "Carl[a]" "Carla" 0 2011 NA 100 "Drama"
"tt0344799" 6.1 24 "movie" "Agora meyhanesi" "Agora meyhanesi" 0 1968 NA 90 "Drama"
"tt0139951" 6.8 711 "movie" "Così ridevano" "Così ridevano" 0 1998 NA 124 "Drama"
"tt0137943" 8 14 "movie" "Meeting a Milestone: Ustad Bismillah Khan" "Sange Meel Se Mulaqat" 0 1989 NA 90 "Documentary"
"tt0282225" 6.1 9 "movie" "Um Filme 100% Brasileiro" "Um Filme 100% Brasileiro" 0 1985 NA 84 NA
"tt0092244" 6.6 143 "movie" "X" "X" 0 1986 NA 94 "Drama"
"tt0066450" 6.1 2996 "movie" "They Call Me Mister Tibbs!" "They Call Me Mister Tibbs!" 0 1970 NA 108 "Crime,Drama,Mystery"
"tt0044803" 5.8 6 "movie" "Knall und Fall als Hochstapler" "Knall und Fall als Hochstapler" 0 1952 NA 84 "Comedy"
"tt11638970" 5.6 10 "movie" "The Last City" "Die letzte Stadt" 0 2020 NA 100 "Drama"
"tt0033500" 5.2 62 "movie" "Criminals Within" "Criminals Within" 0 1941 NA 70 "Crime,Drama,War"
"tt0080342" 6.9 225 "movie" "Provincial Actors" "Aktorzy prowincjonalni" 0 1979 NA 108 "Comedy,Drama"
"tt6437888" 3.2 123 "movie" "Far til fire på toppen" "Far til fire på toppen" 0 2017 NA 87 "Action,Comedy,Family"
"tt0076231" 7 5 "movie" "John Heartfield, Fotomonteur" "John Heartfield, Fotomonteur" 0 1977 NA 63 "Documentary"
"tt5425946" 6.9 12 "movie" "Landstück" "Landstück" 0 2016 NA 122 "Documentary"
"tt4837538" 4.5 15 "movie" "Trash on Mars" "Trash on Mars" 0 2018 NA 84 "Comedy,Sci-Fi"
"tt2274042" 4.5 92 "movie" "Beat Girl" "Beat Girl" 0 2013 NA 93 "Drama,Music,Romance"
"tt0122810" 6.9 15 "movie" "Whiskey and Sofa" "Zwei Whisky und ein Sofa" 0 1963 NA 87 "Comedy"
"tt0022204" 6.7 100 "movie" "Hell on Earth" "Niemandsland" 0 1931 NA 93 "Drama,War"
"tt0017151" 4.3 10 "movie" "Miljonär för en dag" "Miljonär för en dag" 0 1926 NA 85 NA
"tt0055343" 5 60 "movie" "The Purple Hills" "The Purple Hills" 0 1961 NA 60 "Western"
"tt7155460" 8.1 462 "movie" "Muramba" "Muramba" 0 2017 NA 128 "Comedy,Family"
"tt0222441" 8.5 12 "movie" "3 Idiots w/ GUNS" "3 Idiots w/ GUNS" 0 2000 NA 85 NA
"tt0080321" 8.4 1042 "movie" "AC/DC: Let There Be Rock" "AC/DC: Let There Be Rock" 0 1980 NA 95 "Documentary,Music"
"tt3627780" 6.7 680 "movie" "Wishin' and Hopin'" "Wishin' and Hopin'" 0 2014 NA 87 "Comedy,Drama"
"tt0387117" 6 954 "movie" "Childstar" "Childstar" 0 2004 NA 98 "Comedy,Drama"
"tt2471538" 5.3 6 "movie" "Together" "Together" 0 2012 NA 85 "Drama,Thriller"
"tt0290210" 6.5 6813 "movie" "Max" "Max" 0 2002 NA 106 "Drama,War"
"tt0055737" 6.8 6 "movie" "Un alibi per morire" "Un alibi per morire" 0 1962 NA 84 "Crime,Mystery,Thriller"
"tt10095336" 6.8 802 "movie" "Our Godfather" "Our Godfather" 0 2019 NA 92 "Documentary"
"tt4405050" 8 9 "movie" "Winding" "Winding" 0 2015 NA 61 "Documentary,History"
"tt0116317" 6.9 70 "movie" "Flame" "Flame" 0 1996 NA 88 "Drama,War"
"tt2103266" 5 8 "movie" "Cauliflower Cupids" "Cauliflower Cupids" 0 1970 NA 91 "Comedy"
"tt0012017" 6.8 34 "movie" "Burn 'Em Up Barnes" "Burn 'Em Up Barnes" 0 1921 NA 60 "Action,Adventure,Comedy"
"tt11498038" 6.3 50 "movie" "Forbidden Dream" "Forbidden Dream" 0 2019 NA 132 "Drama,History"
"tt0114089" 6.1 249 "movie" "Parallel Sons" "Parallel Sons" 0 1995 NA 93 "Drama,Romance"
"tt0444913" 6 1530 "movie" "Tango Charlie" "Tango Charlie" 0 2005 NA 142 "Action,Adventure,Drama"
"tt0228104" 7.1 35 "movie" "To Each His Life" "Cada quién su vida" 0 1960 NA 95 "Drama"
"tt1754336" 8.4 46 "movie" "Part Time Fabulous" "Part Time Fabulous" 0 2011 NA 78 "Drama"
"tt0347724" 7.1 9 "movie" "Pachinko" "Pachinko" 0 2000 NA 87 "Drama"
"tt1146325" 5.7 13565 "movie" "Singh Is King" "Singh Is Kinng" 0 2008 NA 135 "Action,Comedy,Crime"
"tt0382896" 5.8 33 "movie" "The Passage" "The Passage" 0 2003 NA 77 "Action,Crime"
"tt0203635" 6.3 604 "movie" "The Living Skeleton" "Kyûketsu dokuro-sen" 0 1968 NA 80 "Horror"
"tt7090040" 4.7 38 "movie" "Roads, Trees and Honey Bees" "Roads, Trees and Honey Bees" 0 2019 NA 80 "Drama"
"tt0311674" 6.6 48 "movie" "Prikosnoveniye" "Prikosnoveniye" 0 1989 NA 75 "Adventure,Drama"
"tt10806028" 8.1 342 "movie" "Agir Romantik" "Agir Romantik" 0 2020 NA 97 "Comedy,Drama,Romance"
"tt0260725" 3.6 5 "movie" "Bandido, Fúria do Sexo" "Bandido, Fúria do Sexo" 0 1979 NA 90 "Crime"
"tt0213824" 4.5 24 "movie" "Hounded on a Carnival Monday" "Asesinato en lunes de carnaval" 0 2002 NA 104 "Drama"
"tt3227352" 6.7 20 "movie" "Kyoto Elegy" "Manga niku to boku: Kyoto Elegy" 0 2014 NA 94 "Comedy"
"tt0026817" 4.4 15 "movie" "On Probation" "On Probation" 0 1935 NA 71 "Drama"
"tt0206917" 6.2 13835 "movie" "The Man Who Cried" "The Man Who Cried" 0 2000 NA 100 "Drama,Music,Romance"
"tt1911605" 5.2 43 "movie" "Brown Sugar 2" "Naam Tan Daeng 2" 0 2010 NA 103 "Drama,Romance,Thriller"
"tt0964179" 3.9 614 "movie" "B-Girl" "B-Girl" 0 2009 NA 88 "Drama,Music,Romance"
"tt0083966" 6.6 50 "movie" "Foxtrot" "Foxtrot" 1 1982 NA 79 "Adult"
"tt1663202" 8 661361 "movie" "The Revenant" "The Revenant" 0 2015 NA 156 "Action,Adventure,Biography"
"tt10207850" 5 165 "movie" "Killer in Law" "Killer in Law" 0 2018 NA 90 "Thriller"
"tt0297805" 4.1 18 "movie" "Borg War 3" "Borg War 3" 0 1998 NA 118 "Sci-Fi"
"tt0020581" 6.7 451 "movie" "Where East Is East" "Where East Is East" 0 1929 NA 65 "Drama,Romance"
